Company_ID,Industry,Company_Size,Annual_Revenue (M₺),Marketing_Spend (K₺),Campaign_Type,Leads_Generated,Conversion_Rate (%),Region,District,Last_Product_1,Last_Product_2,Frequency_of_Purchase,Days_Since_Last_Purchase,Contract_Status,Total_Purchases_Last_Year,Payment_Behavior,Preferred_Channel,Sales_Rep
C0461,Healthcare,Small,9.2,26,Webinar,10,0.6,Konya,Meram,Life support systems,Electronic components,Monthly,20,Active,11,On-time,Email,C**** D*******
C0462,Oil & gas,Small,1.8,23,Content Marketing,10,0.4,Konya,Meram,Medium-voltage power systems,Process safety & automation,Yearly,188,Active,1,On-time,Sales Rep,C**** D*******
C0463,Data centres,Small,3.9,21,Email,10,0.2,Kocaeli,Gebze,"Server racks, enclosures",Energy storage systems,Quarterly,95,Active,3,On-time,Sales Rep,E**** T*******
C0464,Utilities,Medium,40.1,36,Trade Show,10,0.7,Kayseri,Kocasinan,Utility & grid solutions,Low-voltage power systems,Monthly,28,Pending,14,On-time,Sales Rep,A**** Y*******
C0465,Healthcare,Small,8.8,14,Webinar,9,1.4,Eskisehir,Odunpazari,Life support systems,Safety & emergency comms,Quarterly,88,Active,3,On-time,Email,G**** R*******
C0466,Oil & gas,Medium,30.0,20,Email,11,1.5,Sakarya,Arifiye,Fuel systems & emissions,Medium-voltage power systems,Monthly,7,Active,11,On-time,Dealer,E**** T*******
C0467,Food & beverage,Small,7.4,7,Content Marketing,8,0.8,Bursa,Nilufer,Filtration solutions,Valves,Quarterly,90,Active,3,On-time,Sales Rep,F**** O*******
C0468,Healthcare,Small,7.3,9,Content Marketing,4,0.6,Istanbul,Atasehir,Safety & emergency comms,Electronic components,Yearly,187,Active,2,Occasional delay,Dealer,D**** S*******
C0469,Utilities,Small,8.3,7,SEM,4,0.6,Sakarya,Arifiye,Medium-voltage power systems,Low-voltage power systems,Monthly,28,Active,10,On-time,Sales Rep,D**** S*******
C0470,Space,Small,2.4,22,Email,11,0.9,Kocaeli,Gebze,Medium-voltage power systems,Actuators & motion control,Yearly,219,Active,2,On-time,Sales Rep,G**** R*******
C0471,Residential,Large,133.9,41,Webinar,7,0.4,Antalya,Kepez,Conduit & cable management,Wiring devices & connectivity,Monthly,14,Active,10,Occasional delay,Sales Rep,B**** K*******
C0472,Oil & gas,Small,6.7,12,Webinar,7,1.1,Antalya,Muratpasa,Fuel systems & emissions,Medium-voltage power systems,Monthly,5,Active,11,Late,Sales Rep,D**** S*******
C0473,"Mining, metals & minerals",Small,2.7,12,LinkedIn Ads,6,0.9,Ankara,Mamak,Valves,"Hose, tubing, fittings",Yearly,303,Active,1,On-time,Dealer,A**** Y*******
C0474,Utilities,Small,9.5,28,Email,3,0.6,Zonguldak,Kozlu,Medium-voltage power systems,Low-voltage power systems,Quarterly,94,Expired,4,On-time,Sales Rep,D**** S*******
C0475,Food & beverage,Small,2.9,27,Trade Show,7,0.5,Konya,Meram,Filtration solutions,Pumps,Monthly,17,Active,10,On-time,Online,H**** N*******
C0476,Buildings,Small,1.1,13,SEM,6,1.3,Ankara,Etimesgut,Conduit & cable management,Lighting & controls,Quarterly,72,Active,6,On-time,Sales Rep,H**** N*******
C0477,Oil & gas,Small,3.8,29,Email,8,1.3,Zonguldak,Kozlu,Medium-voltage power systems,Process safety & automation,Monthly,21,Pending,9,On-time,Sales Rep,F**** O*******
C0478,Machine building,Small,5.1,19,Webinar,4,1.0,Kayseri,Kocasinan,Actuators & motion control,Hydraulic motors & generators,Monthly,20,Active,13,On-time,Online,D**** S*******
C0479,Data centres,Medium,38.2,23,LinkedIn Ads,2,0.5,Sakarya,Arifiye,Low-voltage power systems,"Server racks, enclosures",Occasionally,267,Pending,0,On-time,Online,H**** N*******
C0480,Data centres,Small,7.1,20,Trade Show,12,0.5,Bursa,Nilufer,Energy storage systems,"Server racks, enclosures",Quarterly,71,Active,5,On-time,Email,D**** S*******
C0481,Buildings,Medium,40.9,40,Trade Show,13,0.4,Zonguldak,Kozlu,Conduit & cable management,Lighting & controls,Quarterly,88,Active,3,On-time,Sales Rep,B**** K*******
C0482,Residential,Small,4.4,9,SEM,3,0.5,Bursa,Yildirim,Conduit & cable management,Electronic components,Monthly,19,Active,14,Occasional delay,Dealer,B**** K*******
C0483,"Mining, metals & minerals",Small,1.3,27,Content Marketing,6,1.0,Antalya,Konyaalti,Valves,Process safety & automation,Monthly,25,Active,13,On-time,Email,A**** Y*******
C0484,Healthcare,Small,3.4,25,SEM,9,0.9,Bursa,Nilufer,Electronic components,Life support systems,Monthly,7,Pending,12,Occasional delay,Dealer,F**** O*******
C0485,Utilities,Small,2.1,12,Email,3,0.9,Eskisehir,Tepebasi,Utility & grid solutions,Medium-voltage power systems,Monthly,30,Active,15,On-time,Online,E**** T*******
C0486,Utilities,Small,7.1,26,LinkedIn Ads,7,0.6,Kocaeli,Izmit,Utility & grid solutions,Low-voltage power systems,Quarterly,69,Pending,5,Occasional delay,Sales Rep,D**** S*******
C0487,Buildings,Medium,19.1,39,LinkedIn Ads,4,0.6,Antalya,Kepez,Lighting & controls,Conduit & cable management,Yearly,237,Pending,1,On-time,Sales Rep,A**** Y*******
C0488,Space,Medium,28.0,36,Content Marketing,12,0.7,Kocaeli,Gebze,Medium-voltage power systems,Energy storage systems,Monthly,29,Expired,15,On-time,Online,C**** D*******
C0489,Food & beverage,Small,3.9,27,SEM,6,0.1,Istanbul,Beylikduzu,Valves,Pumps,Quarterly,93,Active,5,Occasional delay,Dealer,G**** R*******
C0490,Space,Small,6.3,14,Email,10,0.7,Ankara,Mamak,Medium-voltage power systems,Energy storage systems,Yearly,185,Active,2,On-time,Online,H**** N*******
C0491,Food & beverage,Small,9.8,18,Trade Show,2,1.1,Sakarya,Serdivan,Filtration solutions,Valves,Monthly,15,Expired,11,Late,Sales Rep,D**** S*******
C0492,Healthcare,Small,2.1,25,Content Marketing,4,0.6,Ankara,Yenimahalle,Life support systems,Safety & emergency comms,Monthly,23,Active,15,Occasional delay,Email,E**** T*******
C0493,Residential,Small,4.0,8,Content Marketing,4,1.5,Kocaeli,Gebze,Conduit & cable management,Wiring devices & connectivity,Quarterly,81,Active,3,On-time,Dealer,C**** D*******
C0494,Space,Small,4.6,6,Webinar,9,1.1,Kayseri,Melikgazi,Medium-voltage power systems,Actuators & motion control,Monthly,23,Pending,9,On-time,Email,H**** N*******
C0495,Data centres,Medium,25.4,38,LinkedIn Ads,10,0.6,Zonguldak,Eregli,"Server racks, enclosures",Low-voltage power systems,Monthly,23,Active,13,On-time,Online,B**** K*******
C0496,Data centres,Small,6.7,12,Trade Show,9,0.0,Konya,Selcuklu,Energy storage systems,"Server racks, enclosures",Monthly,29,Active,10,Late,Sales Rep,A**** Y*******
C0497,Space,Small,1.2,8,LinkedIn Ads,2,1.2,Adana,Seyhan,Medium-voltage power systems,Energy storage systems,Monthly,10,Active,10,Late,Sales Rep,E**** T*******
C0498,Aerospace,Small,1.5,13,Trade Show,2,0.5,Bursa,Nilufer,Electrical circuit protection,Actuators & motion control,Quarterly,71,Pending,3,Occasional delay,Sales Rep,G**** R*******
C0499,Aerospace,Small,6.2,29,Content Marketing,9,1.3,Antalya,Konyaalti,Actuators & motion control,Engine solutions,Yearly,339,Active,2,On-time,Sales Rep,H**** N*******
C0500,Machine building,Small,4.2,22,Content Marketing,3,0.7,Eskisehir,Odunpazari,Actuators & motion control,Hydraulic motors & generators,Monthly,30,Active,15,Late,Dealer,H**** N*******
C0501,Utilities,Medium,10.9,15,Content Marketing,6,1.3,Kocaeli,Izmit,Low-voltage power systems,Utility & grid solutions,Monthly,11,Active,12,On-time,Online,C**** D*******
C0502,Residential,Small,2.6,11,Webinar,3,1.1,Izmir,Konak,Electronic components,Wiring devices & connectivity,Monthly,30,Active,9,On-time,Email,B**** K*******
C0503,Vehicles,Medium,34.7,16,LinkedIn Ads,10,0.2,Antalya,Muratpasa,Transmissions,Vehicle controls & automation,Monthly,10,Active,10,On-time,Dealer,B**** K*******
C0504,Space,Small,6.4,15,SEM,11,0.8,Sakarya,Arifiye,Actuators & motion control,Medium-voltage power systems,Quarterly,84,Active,4,On-time,Online,E**** T*******
C0505,Oil & gas,Medium,44.6,37,Webinar,6,1.3,Bursa,Yildirim,Fuel systems & emissions,Process safety & automation,Monthly,25,Active,8,On-time,Sales Rep,H**** N*******
C0506,Healthcare,Medium,11.8,41,Trade Show,12,0.7,Bursa,Osmangazi,Electronic components,Safety & emergency comms,Quarterly,76,Pending,6,On-time,Online,E**** T*******
C0507,Residential,Large,178.1,41,Content Marketing,3,0.9,Istanbul,Umraniye,Conduit & cable management,Wiring devices & connectivity,Monthly,24,Active,14,Occasional delay,Dealer,F**** O*******
C0508,Utilities,Small,6.2,16,SEM,8,0.8,Sakarya,Arifiye,Low-voltage power systems,Utility & grid solutions,Monthly,26,Pending,11,On-time,Dealer,F**** O*******
C0509,Machine building,Large,164.5,39,SEM,9,0.6,Kocaeli,Izmit,Actuators & motion control,Hydraulic motors & generators,Yearly,274,Active,2,Occasional delay,Online,E**** T*******
C0510,"Mining, metals & minerals",Small,5.7,14,SEM,11,1.2,Bursa,Yildirim,Process safety & automation,"Hose, tubing, fittings",Yearly,256,Pending,2,On-time,Dealer,D**** S*******
C0511,Machine building,Small,3.8,8,Email,7,0.6,Adana,Seyhan,Clutches and brakes,Hydraulic motors & generators,Occasionally,385,Active,0,On-time,Dealer,G**** R*******
C0512,Utilities,Small,6.9,15,Webinar,9,0.8,Istanbul,Kartal,Low-voltage power systems,Utility & grid solutions,Quarterly,83,Active,3,On-time,Email,H**** N*******
C0513,Space,Small,9.6,13,Email,7,0.7,Kayseri,Melikgazi,Actuators & motion control,Medium-voltage power systems,Monthly,10,Active,14,On-time,Sales Rep,E**** T*******
C0514,Space,Small,8.0,9,Content Marketing,10,0.2,Adana,Ceyhan,Energy storage systems,Actuators & motion control,Monthly,16,Active,12,On-time,Sales Rep,D**** S*******
C0515,Aerospace,Small,9.4,10,Trade Show,2,0.6,Sakarya,Arifiye,Electrical circuit protection,Actuators & motion control,Monthly,26,Expired,15,On-time,Online,E**** T*******
C0516,Vehicles,Medium,21.5,35,LinkedIn Ads,8,0.5,Antalya,Muratpasa,Engine solutions,Vehicle controls & automation,Occasionally,278,Pending,2,On-time,Sales Rep,E**** T*******
C0517,"Mining, metals & minerals",Small,1.2,16,Email,8,0.7,Kayseri,Melikgazi,Process safety & automation,Valves,Quarterly,87,Active,3,Late,Online,A**** Y*******
C0518,Oil & gas,Small,4.6,18,Content Marketing,12,0.5,Istanbul,Atasehir,Process safety & automation,Medium-voltage power systems,Monthly,14,Active,11,On-time,Sales Rep,G**** R*******
C0519,Healthcare,Small,9.7,22,Trade Show,11,0.1,Konya,Meram,Electronic components,Safety & emergency comms,Monthly,26,Active,13,On-time,Online,E**** T*******
C0520,Healthcare,Small,4.1,7,Email,5,0.8,Istanbul,Sariyer,Safety & emergency comms,Life support systems,Quarterly,82,Pending,4,On-time,Dealer,C**** D*******
C0521,Food & beverage,Small,6.9,5,Email,7,1.4,Eskisehir,Odunpazari,Pumps,Filtration solutions,Quarterly,81,Active,5,On-time,Sales Rep,A**** Y*******
C0522,Healthcare,Small,6.1,28,LinkedIn Ads,12,0.8,Antalya,Muratpasa,Life support systems,Electronic components,Occasionally,286,Expired,0,On-time,Online,H**** N*******
C0523,Vehicles,Small,4.9,17,Webinar,4,1.0,Eskisehir,Tepebasi,Vehicle controls & automation,Engine solutions,Quarterly,85,Active,5,On-time,Dealer,A**** Y*******
C0524,Buildings,Small,9.3,20,Content Marketing,4,1.0,Eskisehir,Odunpazari,Conduit & cable management,Lighting & controls,Quarterly,93,Active,4,On-time,Online,B**** K*******
C0525,Buildings,Small,4.7,6,LinkedIn Ads,4,0.5,Zonguldak,Eregli,Lighting & controls,Wiring devices & connectivity,Yearly,177,Active,2,On-time,Sales Rep,G**** R*******
C0526,Space,Small,2.3,15,SEM,12,1.0,Istanbul,Kartal,Medium-voltage power systems,Energy storage systems,Quarterly,63,Active,4,On-time,Sales Rep,D**** S*******
C0527,Aerospace,Small,1.1,18,Content Marketing,9,1.5,Sakarya,Arifiye,Engine solutions,Electrical circuit protection,Yearly,251,Active,1,Occasional delay,Email,H**** N*******
C0528,Utilities,Medium,42.2,35,LinkedIn Ads,4,0.5,Adana,Ceyhan,Utility & grid solutions,Low-voltage power systems,Quarterly,87,Expired,3,Occasional delay,Dealer,B**** K*******
C0529,Aerospace,Large,176.5,30,LinkedIn Ads,13,0.4,Eskisehir,Odunpazari,Electrical circuit protection,Actuators & motion control,Quarterly,79,Active,6,On-time,Sales Rep,C**** D*******
C0530,Vehicles,Small,3.5,11,Email,5,0.7,Bursa,Yildirim,Transmissions,Vehicle controls & automation,Quarterly,78,Pending,4,On-time,Online,D**** S*******
C0531,Space,Small,4.5,23,Webinar,6,0.6,Bursa,Nilufer,Actuators & motion control,Energy storage systems,Quarterly,80,Active,3,On-time,Dealer,G**** R*******
C0532,"Mining, metals & minerals",Small,1.3,18,Trade Show,10,1.1,Adana,Seyhan,"Hose, tubing, fittings",Valves,Monthly,14,Pending,13,On-time,Dealer,C**** D*******
C0533,"Mining, metals & minerals",Small,7.6,7,Email,7,0.3,Bursa,Nilufer,"Hose, tubing, fittings",Valves,Quarterly,77,Active,3,Occasional delay,Dealer,F**** O*******
C0534,Machine building,Small,8.6,15,Content Marketing,8,1.3,Zonguldak,Kozlu,Hydraulic motors & generators,Clutches and brakes,Monthly,16,Active,8,On-time,Online,G**** R*******
C0535,Oil & gas,Large,77.8,33,SEM,7,0.9,Izmir,Karsiyaka,Medium-voltage power systems,Fuel systems & emissions,Quarterly,77,Active,5,On-time,Sales Rep,H**** N*******
C0536,Aerospace,Small,3.7,19,Content Marketing,3,1.2,Antalya,Konyaalti,Actuators & motion control,Electrical circuit protection,Quarterly,91,Active,3,On-time,Dealer,A**** Y*******
C0537,Vehicles,Small,10.0,16,Webinar,8,1.0,Kocaeli,Izmit,Vehicle controls & automation,Transmissions,Quarterly,80,Active,5,On-time,Dealer,B**** K*******
C0538,Vehicles,Small,1.0,28,LinkedIn Ads,2,0.6,Eskisehir,Tepebasi,Transmissions,Vehicle controls & automation,Monthly,19,Active,15,On-time,Sales Rep,A**** Y*******
C0539,Oil & gas,Small,4.6,9,Content Marketing,10,0.6,Istanbul,Atasehir,Fuel systems & emissions,Process safety & automation,Yearly,334,Expired,2,Occasional delay,Online,C**** D*******
C0540,Oil & gas,Small,2.3,16,Webinar,11,0.8,Adana,Seyhan,Process safety & automation,Medium-voltage power systems,Quarterly,84,Pending,3,On-time,Dealer,H**** N*******
C0541,Utilities,Small,8.5,9,Webinar,10,0.3,Ankara,Etimesgut,Low-voltage power systems,Medium-voltage power systems,Quarterly,67,Active,3,On-time,Online,D**** S*******
C0542,Machine building,Medium,20.6,40,LinkedIn Ads,5,0.6,Istanbul,Atasehir,Actuators & motion control,Hydraulic motors & generators,Monthly,6,Pending,14,Occasional delay,Sales Rep,F**** O*******
C0543,Buildings,Small,8.1,10,Trade Show,10,1.0,Konya,Selcuklu,Conduit & cable management,Lighting & controls,Monthly,26,Active,10,On-time,Dealer,F**** O*******
C0544,Food & beverage,Small,7.2,21,Trade Show,12,1.0,Konya,Selcuklu,Valves,Filtration solutions,Yearly,223,Active,1,On-time,Online,C**** D*******
C0545,Aerospace,Small,6.8,22,Content Marketing,6,0.8,Istanbul,Sariyer,Electrical circuit protection,Engine solutions,Yearly,219,Active,1,On-time,Sales Rep,E**** T*******
C0546,Machine building,Medium,28.3,42,Webinar,12,1.1,Kocaeli,Gebze,Clutches and brakes,Hydraulic motors & generators,Quarterly,94,Active,5,Occasional delay,Sales Rep,D**** S*******
C0547,Utilities,Small,6.1,8,LinkedIn Ads,5,0.5,Konya,Selcuklu,Utility & grid solutions,Medium-voltage power systems,Quarterly,75,Pending,4,Occasional delay,Sales Rep,H**** N*******
C0548,Healthcare,Large,96.0,35,Webinar,13,1.3,Bursa,Nilufer,Life support systems,Safety & emergency comms,Quarterly,69,Active,6,On-time,Sales Rep,G**** R*******
C0549,Healthcare,Medium,19.1,21,Trade Show,9,0.6,Adana,Ceyhan,Life support systems,Electronic components,Yearly,290,Active,2,On-time,Online,C**** D*******
C0550,Utilities,Small,4.3,24,Email,10,1.3,Zonguldak,Eregli,Medium-voltage power systems,Low-voltage power systems,Quarterly,94,Active,3,Occasional delay,Dealer,F**** O*******
C0551,Data centres,Small,4.9,7,Trade Show,10,1.1,Zonguldak,Eregli,"Server racks, enclosures",Low-voltage power systems,Monthly,28,Pending,13,On-time,Online,F**** O*******
C0552,Aerospace,Medium,27.3,23,Content Marketing,8,0.8,Izmir,Karsiyaka,Engine solutions,Electrical circuit protection,Monthly,20,Active,15,Late,Email,D**** S*******
C0553,Aerospace,Medium,48.4,37,LinkedIn Ads,9,1.5,Bursa,Nilufer,Engine solutions,Actuators & motion control,Yearly,246,Active,1,On-time,Dealer,B**** K*******
C0554,Space,Large,131.6,34,Email,6,0.9,Ankara,Etimesgut,Actuators & motion control,Medium-voltage power systems,Yearly,319,Active,2,Occasional delay,Dealer,D**** S*******
C0555,Space,Small,3.9,11,Webinar,4,0.4,Izmir,Bornova,Energy storage systems,Medium-voltage power systems,Monthly,15,Active,15,On-time,Sales Rep,E**** T*******
C0556,Aerospace,Small,2.8,11,SEM,2,0.6,Konya,Selcuklu,Electrical circuit protection,Actuators & motion control,Monthly,30,Active,8,On-time,Email,E**** T*******
C0557,Aerospace,Medium,46.2,43,Webinar,7,0.9,Bursa,Yildirim,Electrical circuit protection,Engine solutions,Quarterly,69,Pending,5,On-time,Online,F**** O*******
C0558,Healthcare,Small,7.3,28,LinkedIn Ads,10,0.7,Istanbul,Atasehir,Electronic components,Safety & emergency comms,Monthly,23,Active,15,On-time,Dealer,F**** O*******
C0559,Vehicles,Small,6.3,18,SEM,12,1.1,Sakarya,Arifiye,Transmissions,Vehicle controls & automation,Quarterly,62,Pending,5,On-time,Sales Rep,H**** N*******
C0560,Machine building,Small,4.0,8,Webinar,4,0.7,Kocaeli,Gebze,Hydraulic motors & generators,Clutches and brakes,Monthly,18,Active,12,On-time,Sales Rep,D**** S*******
C0561,Vehicles,Small,8.3,24,Webinar,5,1.0,Izmir,Cigli,Transmissions,Engine solutions,Quarterly,75,Active,3,On-time,Sales Rep,H**** N*******
C0562,Buildings,Small,5.7,22,Email,5,0.0,Bursa,Osmangazi,Conduit & cable management,Lighting & controls,Monthly,10,Active,15,Late,Online,A**** Y*******
C0563,Food & beverage,Small,6.5,17,Trade Show,3,0.3,Kocaeli,Gebze,Pumps,Filtration solutions,Quarterly,65,Active,4,On-time,Sales Rep,A**** Y*******
C0564,Utilities,Small,1.6,9,Webinar,2,1.5,Zonguldak,Kozlu,Low-voltage power systems,Medium-voltage power systems,Monthly,9,Pending,13,On-time,Email,H**** N*******
C0565,Oil & gas,Medium,47.9,22,LinkedIn Ads,6,0.4,Istanbul,Umraniye,Process safety & automation,Fuel systems & emissions,Monthly,18,Pending,13,On-time,Online,C**** D*******
C0566,Residential,Small,7.5,9,SEM,5,0.7,Adana,Ceyhan,Electronic components,Wiring devices & connectivity,Yearly,286,Active,2,On-time,Dealer,H**** N*******
C0567,Healthcare,Small,4.7,19,LinkedIn Ads,6,1.0,Sakarya,Serdivan,Safety & emergency comms,Life support systems,Yearly,326,Active,2,Occasional delay,Sales Rep,H**** N*******
C0568,Buildings,Medium,41.7,38,Trade Show,13,1.0,Adana,Ceyhan,Wiring devices & connectivity,Lighting & controls,Monthly,15,Active,10,Occasional delay,Sales Rep,A**** Y*******
C0569,Residential,Small,4.4,18,SEM,11,0.6,Antalya,Konyaalti,Conduit & cable management,Electronic components,Monthly,28,Active,13,Occasional delay,Dealer,D**** S*******
C0570,Data centres,Small,3.6,19,Webinar,2,0.7,Antalya,Muratpasa,Low-voltage power systems,Energy storage systems,Quarterly,71,Pending,3,On-time,Sales Rep,G**** R*******
C0571,Data centres,Medium,15.7,15,LinkedIn Ads,2,0.6,Antalya,Kepez,Low-voltage power systems,Energy storage systems,Yearly,320,Active,1,Late,Sales Rep,F**** O*******
C0572,Vehicles,Small,7.4,9,Webinar,5,0.8,Sakarya,Arifiye,Transmissions,Vehicle controls & automation,Quarterly,73,Pending,6,Occasional delay,Sales Rep,H**** N*******
C0573,Vehicles,Small,7.1,26,LinkedIn Ads,11,0.6,Bursa,Nilufer,Engine solutions,Transmissions,Yearly,158,Expired,2,Late,Dealer,G**** R*******
C0574,Oil & gas,Small,2.5,13,SEM,2,1.5,Konya,Meram,Medium-voltage power systems,Fuel systems & emissions,Monthly,19,Active,10,On-time,Online,C**** D*******
C0575,Aerospace,Small,4.9,18,Trade Show,7,0.9,Istanbul,Kartal,Electrical circuit protection,Actuators & motion control,Monthly,26,Active,12,On-time,Email,F**** O*******
C0576,Machine building,Small,1.2,6,SEM,3,1.2,Istanbul,Sariyer,Actuators & motion control,Clutches and brakes,Monthly,24,Active,9,On-time,Sales Rep,D**** S*******
C0577,Vehicles,Large,176.5,37,Content Marketing,13,0.6,Ankara,Yenimahalle,Engine solutions,Vehicle controls & automation,Occasionally,359,Active,0,On-time,Sales Rep,C**** D*******
C0578,Residential,Small,6.3,10,Content Marketing,3,0.4,Sakarya,Arifiye,Electronic components,Conduit & cable management,Monthly,27,Active,13,Occasional delay,Sales Rep,A**** Y*******
C0579,Buildings,Small,9.4,11,LinkedIn Ads,6,0.9,Bursa,Osmangazi,Wiring devices & connectivity,Conduit & cable management,Quarterly,80,Active,4,On-time,Dealer,B**** K*******
C0580,Buildings,Medium,16.2,36,LinkedIn Ads,3,0.9,Istanbul,Kartal,Lighting & controls,Conduit & cable management,Monthly,25,Active,15,On-time,Sales Rep,B**** K*******
C0581,Vehicles,Small,4.7,14,Webinar,3,0.3,Eskisehir,Tepebasi,Transmissions,Engine solutions,Monthly,28,Active,10,On-time,Online,E**** T*******
C0582,"Mining, metals & minerals",Small,8.0,25,LinkedIn Ads,9,0.6,Istanbul,Atasehir,"Hose, tubing, fittings",Process safety & automation,Monthly,27,Expired,10,Occasional delay,Online,F**** O*******
C0583,Residential,Medium,26.9,29,Trade Show,4,1.3,Kocaeli,Gebze,Electronic components,Wiring devices & connectivity,Monthly,17,Active,15,On-time,Sales Rep,C**** D*******
C0584,Space,Small,9.4,5,Email,9,0.9,Eskisehir,Odunpazari,Actuators & motion control,Energy storage systems,Monthly,10,Active,9,Occasional delay,Dealer,G**** R*******
C0585,Healthcare,Small,2.5,11,LinkedIn Ads,11,0.7,Konya,Meram,Life support systems,Safety & emergency comms,Yearly,280,Active,1,On-time,Sales Rep,D**** S*******
C0586,Vehicles,Small,6.2,18,Webinar,6,0.9,Bursa,Nilufer,Engine solutions,Vehicle controls & automation,Yearly,307,Active,1,On-time,Dealer,A**** Y*******
C0587,Food & beverage,Small,9.7,17,Email,11,0.6,Izmir,Bornova,Pumps,Filtration solutions,Monthly,18,Active,12,Late,Dealer,C**** D*******
C0588,Oil & gas,Small,2.8,18,Webinar,7,0.7,Sakarya,Arifiye,Medium-voltage power systems,Fuel systems & emissions,Yearly,301,Active,1,On-time,Dealer,H**** N*******
C0589,Buildings,Small,2.9,12,Webinar,11,1.1,Antalya,Kepez,Wiring devices & connectivity,Lighting & controls,Monthly,12,Active,8,On-time,Dealer,C**** D*******
C0590,Vehicles,Small,8.5,16,Email,4,1.1,Adana,Seyhan,Engine solutions,Transmissions,Monthly,16,Active,14,On-time,Dealer,F**** O*******
C0591,Residential,Large,108.3,44,Content Marketing,7,0.5,Istanbul,Sariyer,Conduit & cable management,Electronic components,Monthly,29,Expired,12,On-time,Email,A**** Y*******
C0592,Utilities,Small,6.7,24,LinkedIn Ads,2,0.5,Kayseri,Kocasinan,Medium-voltage power systems,Low-voltage power systems,Monthly,28,Active,10,On-time,Sales Rep,D**** S*******
C0593,Utilities,Small,9.2,6,LinkedIn Ads,5,1.2,Adana,Seyhan,Utility & grid solutions,Medium-voltage power systems,Monthly,29,Pending,8,On-time,Sales Rep,A**** Y*******
C0594,Machine building,Medium,47.4,19,Email,9,1.3,Bursa,Nilufer,Actuators & motion control,Clutches and brakes,Quarterly,63,Pending,3,Occasional delay,Dealer,D**** S*******
C0595,Residential,Small,8.5,11,Content Marketing,10,0.0,Bursa,Yildirim,Conduit & cable management,Electronic components,Quarterly,69,Active,3,On-time,Dealer,D**** S*******
C0596,Space,Small,7.9,22,Email,6,0.6,Eskisehir,Odunpazari,Actuators & motion control,Medium-voltage power systems,Monthly,18,Pending,12,On-time,Online,H**** N*******
C0597,Space,Small,8.4,22,Email,8,0.8,Zonguldak,Kozlu,Actuators & motion control,Medium-voltage power systems,Occasionally,424,Pending,2,Late,Online,B**** K*******
C0598,"Mining, metals & minerals",Small,8.6,18,Webinar,8,1.5,Konya,Selcuklu,Valves,Process safety & automation,Quarterly,67,Expired,5,On-time,Sales Rep,B**** K*******
C0599,Machine building,Small,6.4,7,Email,9,0.1,Ankara,Etimesgut,Hydraulic motors & generators,Clutches and brakes,Monthly,9,Active,15,On-time,Online,D**** S*******
C0600,"Mining, metals & minerals",Small,2.8,30,Content Marketing,11,1.3,Konya,Meram,Process safety & automation,"Hose, tubing, fittings",Yearly,226,Active,1,On-time,Sales Rep,E**** T*******
C0601,Machine building,Large,187.4,34,Email,7,0.7,Eskisehir,Odunpazari,Hydraulic motors & generators,Actuators & motion control,Monthly,16,Active,8,Late,Sales Rep,E**** T*******
C0602,Oil & gas,Small,6.7,11,Email,10,1.4,Bursa,Osmangazi,Medium-voltage power systems,Process safety & automation,Monthly,22,Expired,14,On-time,Online,A**** Y*******
C0603,"Mining, metals & minerals",Medium,37.1,17,Trade Show,9,0.7,Bursa,Nilufer,"Hose, tubing, fittings",Process safety & automation,Yearly,199,Active,2,Late,Dealer,B**** K*******
C0604,Oil & gas,Small,7.7,24,Trade Show,3,0.5,Istanbul,Umraniye,Medium-voltage power systems,Fuel systems & emissions,Quarterly,61,Active,6,On-time,Online,G**** R*******
C0605,Healthcare,Small,6.1,26,Content Marketing,3,1.2,Zonguldak,Kozlu,Safety & emergency comms,Life support systems,Monthly,24,Active,14,Late,Online,H**** N*******
C0606,"Mining, metals & minerals",Small,3.9,17,Email,9,0.8,Konya,Meram,"Hose, tubing, fittings",Valves,Quarterly,91,Active,6,Late,Online,C**** D*******
C0607,Residential,Large,111.6,43,Email,9,0.6,Kayseri,Kocasinan,Conduit & cable management,Electronic components,Monthly,10,Active,12,On-time,Sales Rep,H**** N*******
C0608,Vehicles,Small,7.6,9,SEM,7,0.8,Konya,Selcuklu,Engine solutions,Vehicle controls & automation,Occasionally,437,Expired,0,Late,Sales Rep,E**** T*******
C0609,Oil & gas,Small,9.9,5,SEM,9,0.7,Izmir,Karsiyaka,Fuel systems & emissions,Medium-voltage power systems,Yearly,226,Active,2,On-time,Dealer,D**** S*******
C0610,Machine building,Small,3.9,11,SEM,7,0.8,Bursa,Osmangazi,Clutches and brakes,Actuators & motion control,Quarterly,94,Pending,5,Late,Sales Rep,F**** O*******
C0611,Machine building,Small,5.7,21,LinkedIn Ads,11,1.1,Kocaeli,Izmit,Hydraulic motors & generators,Actuators & motion control,Monthly,21,Active,9,On-time,Dealer,G**** R*******
C0612,Food & beverage,Small,6.3,23,Content Marketing,8,1.1,Ankara,Mamak,Filtration solutions,Pumps,Occasionally,369,Active,1,On-time,Dealer,C**** D*******
C0613,Aerospace,Small,6.0,12,LinkedIn Ads,8,1.2,Kayseri,Kocasinan,Electrical circuit protection,Engine solutions,Occasionally,206,Active,1,Occasional delay,Online,G**** R*******
C0614,Oil & gas,Medium,10.6,28,Email,8,1.1,Bursa,Osmangazi,Fuel systems & emissions,Process safety & automation,Monthly,8,Active,8,On-time,Dealer,H**** N*******
